school,department,dept,Arts,Business,Capstone,Community Health,Education,Finance,Gender/Race/Identity,History,Information Technology,International Issues,Languages,Management,Media,Politics and Policy,Psychology,Quantitative Analysis,Repeatable Topics,Research,Social Issues,Washington
School of Arts and Sciences,World Languages & Cultures,PERS,0.00528018177840237,0.00528018177840103,0.00528018177841491,0.00528018177839993,0.00528018177840187,0.00528018177840709,0.00528018177840109,0.0052801817784007,0.00528018177840409,0.00528018177840086,0.89967654621034,0.00528018177840116,0.00528018177840466,0.00528018177840149,0.00528018177840259,0.0052801817784062,0.00528018177840107,0.00528018177840322,0.00528018177840513,0.00528018177840031
School of Arts and Sciences,World Languages & Cultures,PORT,0.0182345425665241,0.00606526901820519,0.00606526901821287,0.0396224566972457,0.0292338399765361,0.00606526901820961,0.0462378403115787,0.0257872635146648,0.00606526901820424,0.00606526901820987,0.693149279187354,0.00606526901820357,0.00606526901820366,0.0060652690182035,0.00606526901820372,0.00606526901820582,0.0627236960848805,0.0122278534427251,0.00606526901820298,0.0060652690182258
School of Arts and Sciences,World Languages & Cultures,RUSS,0.0073105672719333,0.0157239508569271,0.0993641132585712,0.0265229525520046,0.0406367875153933,0.0134371858697443,0.00677823362899895,0.0760008023576001,0.00658317436590798,0.0899335974160418,0.452277413407808,0.00658317436590751,0.0102912752390945,0.0139302310008123,0.00658317436590845,0.00658317436590922,0.0512794881388241,0.0263395493653998,0.00658317436591005,0.0372579802913038
School of Arts and Sciences,World Languages & Cultures,SPAN,0.0155672302375628,0.00462127588207616,0.0346889853532952,0.0656635435141311,0.0353291070598437,0.00386030743742309,0.00806833646778544,0.296693996149706,0.00473796918348285,0.0128875806002128,0.404808540276078,0.00271630004974653,0.0325185397925755,0.0130316319995075,0.00352016954505673,0.0045135929317942,0.0195009496865501,0.0179423389911778,0.0111950045938629,0.00813460024813126
School of Arts and Sciences,World Languages & Cultures,SWAH,0.0583109729087731,0.00362169977172463,0.00362169977173353,0.0338600447132793,0.0273848363231987,0.00942499597317497,0.00362169977172671,0.00362169977172516,0.00362169977172847,0.0036216997717303,0.73904325906793,0.0036216997717298,0.00362169977172837,0.0287806993859448,0.00995863995168567,0.00362169977172587,0.0419128345475579,0.0114850196394476,0.00362169977172894,0.00362169977172645
School of Arts and Sciences,World Languages & Cultures,TEFL,0.0128426905762483,0.122849269027558,0.0515607904739867,0.00709734289269006,0.00205758322852715,0.00205758322852629,0.014335961287284,0.00205758322852723,0.0397812113046627,0.0134145236487145,0.469914576834056,0.00815241381373682,0.0311209505880835,0.00205758322852708,0.0230488471398587,0.00382750562932609,0.040774175057422,0.118077031615362,0.00205758322852753,0.032914793968375
School of Arts and Sciences,World Languages & Cultures,TESL,0.0147237070474457,0.0882330122183971,0.0734926540714145,0.0253586449924025,0.0923349636319456,0.00351470387910069,0.0136871660901001,0.00401636073172282,0.0274779700672485,0.019994964502061,0.425490986400252,0.0151768407505923,0.0125203417997047,0.00964917196062543,0.0237781273865634,0.0242918699773196,0.0412231069255664,0.0504147216209155,0.0200256206438346,0.014595065302787
School of Arts and Sciences,World Languages & Cultures,WLC,0.0119547639984957,0.00345914267085549,0.337319200235183,0.253612723550985,0.095744791364306,0.00490256619106543,0.00868212670970099,0.117103554124755,0.0034591426708543,0.00481687882654193,0.0814627907515769,0.00345914267084297,0.00345914267084855,0.00345914267084506,0.00345914267084247,0.00345914267085,0.00345914267084913,0.0476128291195329,0.00345914267084195,0.00565549109022703
School of Communications,School of Communication,COMM,0.0266078227990313,0.0270774188811109,0.038944771400895,0.0134852924239388,0.0284629271340326,0.0873064581948049,0.00807317140224963,0.0205124923918215,0.0266611829744345,0.0232828622541247,0.00512687221040599,0.0318984765188615,0.487050892342249,0.0471480561513472,0.00533438477302023,0.00716877672601971,0.0116033722416683,0.049345964313696,0.0304674649575966,0.0244413399086916
School of Education,School of Education,EDU,0.0107380684182286,0.0869068720879436,0.233521974016683,0.0376468330942581,0.148766567829567,0.0118998824964261,0.0272700710695675,0.011840999169535,0.0231248327135704,0.0184312235367191,0.0291217646045861,0.0218198154738756,0.00610240331818338,0.0433163260115804,0.0995898703709466,0.020733786243271,0.0244669541844397,0.0772626458154921,0.060425172348489,0.00701393719663848
School of International Service,School of International Service,SIS,0.00876980795661295,0.0201183566724534,0.0865795606785338,0.00709616867914968,0.0755705746586571,0.0325244225028207,0.0202139192598732,0.043257561424607,0.0155793972941984,0.292775146162373,0.0125404440471164,0.0168772123575725,0.0162834778827346,0.125394939331044,0.0269129100870925,0.0126780219387433,0.0199014851796968,0.0989539834391036,0.0536593068871218,0.0143133035604953
School of International Service,School of International Service,SISA,0.00396833711191617,0.00175327131561756,0.116349373488178,0.0172632775890145,0.00487242141099786,0.00562002123150638,0.0344994795445404,0.0232850686757521,0.0017532713156165,0.737663656824554,0.00440938672570041,0.00175327131561762,0.00530784509906263,0.0130431255848986,0.00175327131561751,0.00175327131561641,0.013434731716148,0.00356241666837167,0.00571899694668742,0.00223550480458654
School of International Service,School of International Service,SISG,0.00213622288351976,0.0424097477800032,0.00497087087595239,0.0102169672864079,0.00564430781834898,0.0412375262107577,0.0148243231038456,0.0735956762149542,0.0265111576001401,0.442389177812114,0.0013509067386526,0.0525576031178825,0.0209342454826147,0.0822271940284469,0.0488748359081493,0.0402280720633075,0.00209671241932055,0.0501224539695252,0.0116282334617023,0.0260437652243551
School of International Service,School of International Service,SISU,0.0223922181005113,0.00627730142869369,0.110604637879818,0.0449451722435112,0.0147921649275422,0.00890711667643748,0.057161242754205,0.105804624704322,0.00552264844953412,0.374614806404393,0.0024322304485877,0.00693926146090713,0.0085996136159207,0.101585907124153,0.0144931397259715,0.00593199216138074,0.0511135885444943,0.0267841872643471,0.0198127231198241,0.0112854229654459
School of Public Affairs,Department of Government,GOVT,0.0511960346440204,0.0213886165125963,0.0496079519724406,0.0265859728921694,0.0345198662764495,0.010538348636716,0.0458115855578432,0.0764562320287628,0.0185311151297666,0.0254138023652778,0.0068675198358848,0.00654133197851703,0.0500177364561068,0.385284145802159,0.015174106934804,0.0203591726851752,0.0286061863491394,0.0422879964109633,0.0305307584127795,0.0542815191184287
School of Public Affairs,"Department of Justice, Law and Criminology",JLC,0.00821134476024144,0.0152332184276362,0.0450819459605742,0.025440133694586,0.0317684629224413,0.0157591017518816,0.0460777288139805,0.0408604467671218,0.0184499219266083,0.0506392882295553,0.0223500178884245,0.0221739597668606,0.00567410844970454,0.218947571563384,0.0483099400974614,0.0183309710875857,0.0147752707561938,0.0323016167069216,0.292383009182478,0.0272319412463591
School of Public Affairs,Department of Public Administration and Policy,PUAD,0.00333338094756201,0.207939903107378,0.0278099758121788,0.00966965867666629,0.0436759818462323,0.0213019600767415,0.0169204063538664,0.00457891757915074,0.0141309715396138,0.0343510437817551,0.00479954461768006,0.112571768682481,0.00536416038820218,0.151045006954005,0.0483898230017489,0.0543623410293529,0.019189564301395,0.0851869018461956,0.128094634694033,0.00728405476376175
School of Public Affairs,Department of Public Administration and Policy,SPA,0.00658480707434034,0.0364410831958051,0.0978381384135199,0.104015621424598,0.0320955158321265,0.00611005443281823,0.00421466769600096,0.00652797475688571,0.0198501492968539,0.0283387302680266,0.00418509945924964,0.0100250792467089,0.0196482035862088,0.237097140228942,0.0069448019093737,0.102624770912821,0.0212867645572907,0.161600022671419,0.0548105859315185,0.0397607891054924
misc,Honors Program,HNRS,0.00534699944185064,0.0122516938356436,0.759072762330391,0.0742848243356664,0.00564343199074594,0.00333887322049136,0.00333887322048872,0.00333887322049416,0.00770295960943821,0.00333887322049832,0.00442774041023476,0.00374526999643669,0.00333887322049311,0.00333887322049158,0.00333887322048714,0.00333887322048995,0.0376243346629408,0.0384495084186865,0.00712023594506382,0.0176192532589678
misc,Interdisciplinary Studies,IDIS,0.00895316518183296,0.045600035844671,0.0453385246965134,0.269208748540887,0.00814654012891366,0.00414388442252155,0.0245347228221295,0.0122945214245305,0.00414388442251836,0.00685335661733743,0.00483932293057629,0.00645734334498563,0.00414388442252096,0.00414388442251719,0.00659173204755039,0.011320796502034,0.0978130582021212,0.244543630507028,0.0494648300602,0.141464133458611
misc,Interdisciplinary Studies,ISCI,0.00280975264806089,0.131854452801541,0.32352775454138,0.159883150063247,0.0515098788070661,0.00526599513898659,0.00837942817759134,0.00340966382161534,0.116014076679721,0.00498459843582262,0.00280975264806347,0.00542317546994721,0.0597538560531994,0.0138740589111261,0.00957946596668931,0.00845955892000432,0.0513348074397916,0.0227032036500866,0.00617972483228797,0.0122436449937716
misc,International Gateway Program,IGP,0.00526732602953131,0.00526732602952258,0.00992744954687046,0.00526732602952127,0.10264694658664,0.00526732602952816,0.00526732602952672,0.135357158736873,0.00526732602952034,0.011457721393704,0.0622453968119791,0.00526732602952509,0.103535682521372,0.00801477413171122,0.00526732602952329,0.00526732602952076,0.134322632125826,0.31529709425573,0.014775779810046,0.0550134298135286
misc,Office of Graduate & Professional Studies,APM,0.000761724001194954,0.0728996455644685,0.0360980574143599,0.00709094632203161,0.000761724001196755,0.0275536335408145,0.00558138682556595,0.00792224307735102,0.000761724001199092,0.000761724001193099,0.000761724001193329,0.790589184044616,0.000761724001197074,0.000761724001195261,0.00076172400119501,0.000761724001195946,0.000761724001191656,0.0431242151964496,0.000761724001195454,0.000761724001195276
misc,Office of Graduate & Professional Studies,HCS,0.000951863254061433,0.235448696224859,0.0330154475861462,0.276781985879161,0.0017851483139698,0.00095186325406283,0.00095186325406152,0.000951863254062634,0.019341801180025,0.000951863254063019,0.000951863254061515,0.319091551101143,0.00932525730439263,0.0485637643790939,0.000951863254064752,0.0023073836321623,0.000951863254060578,0.0313370713751932,0.0144351237372919,0.000951863254063975
misc,Office of Graduate & Professional Studies,HRAM,0.000782446329374538,0.475553680659888,0.0308303072628204,0.0619952554492259,0.000782446329376857,0.0076735078654259,0.000782446329377006,0.000782446329377334,0.000782446329375376,0.0446787639648366,0.00078244632937547,0.255626898701567,0.0139893070730554,0.0332121852863418,0.0221654583357762,0.000782446329376631,0.000782446329373184,0.00938655801173045,0.0378460604249476,0.000782446329377626
misc,Office of Graduate & Professional Studies,IDLA,0.00450127340640654,0.607621261545353,0.0356466530670566,0.0253396411223055,0.000750157278870493,0.00984851115389511,0.000750157278868194,0.000750157278866796,0.0631324676189507,0.00876995375185494,0.000750157278870968,0.0841855793990992,0.00451958314070613,0.000750157278870334,0.10489232689112,0.00431836194627741,0.00075015727886924,0.0382054251858707,0.00376786081901797,0.000750157278870832
misc,Office of Graduate & Professional Studies,PME,0.000732997433895312,0.62089768892579,0.0364555237731518,0.0206014564231987,0.000732997433896627,0.00178298381312074,0.00073299743389624,0.00136952535273743,0.00732327038673503,0.000732997433895611,0.00138396662968624,0.0298292495052545,0.00450805899870053,0.000732997433896874,0.000732997433897259,0.0215251521789982,0.000732997433895929,0.220998963517877,0.00256680187607389,0.0256263765814027
misc,Office of Graduate & Professional Studies,PROF,0.00157059513787881,0.441813356402817,0.0507272520537119,0.00419772387961801,0.0570492848700577,0.0107561434536006,0.00157059513787888,0.00397059398540423,0.00400354192483285,0.0165582777282015,0.00157059513787959,0.0826343941029648,0.0671294957816843,0.00412770374417589,0.00826747044194894,0.0512859435121213,0.00157059513787674,0.116492527940999,0.0284670605999856,0.0462368490263626
misc,Office of Graduate & Professional Studies,SAM,0.000684874668683492,0.190325761785674,0.0376779424133723,0.0252406497908958,0.000684874668685875,0.0112496576659436,0.000684874668683,0.000684874668682966,0.00194723855466756,0.0203696041846554,0.000684874668684043,0.220170766423381,0.343251412056225,0.0238655161382109,0.000684874668684329,0.000684874668681886,0.000684874668681308,0.030582114883968,0.0623005389120809,0.0275397998414594
misc,Provost,ELTA,0.00146438421793785,0.0020483027737191,0.0231534328088105,0.00327173174534359,0.110693385463938,0.00146438421793787,0.00616552266579451,0.0935745929269103,0.00146438421793705,0.00659305940936322,0.217986192252011,0.00263614861960394,0.056789389450888,0.00629031778279528,0.00146438421793759,0.00146438421793489,0.0152099197784917,0.389821129822795,0.00604102809447823,0.0524039253153724
misc,Recreational Sports & Fitness,HFIT,0.00965147493042008,0.0362688914257702,0.042374231622373,0.088849654329591,0.0585599256672902,0.0128762917467291,0.00676562367324191,0.00533484487025517,0.015903050626247,0.00505962397781214,0.106172225773048,0.0107208562066817,0.00821254248320027,0.0058771178678927,0.384149823839862,0.00778149470884413,0.0334448259212653,0.149547300024635,0.0056886326526345,0.00676156765220597
misc,Study Abroad,SABD,0.00402433446917075,0.00402433446915595,0.147447786046862,0.00402433446915478,0.21491066468847,0.0040243344691533,0.00402433446915672,0.0216902152664375,0.00402433446915354,0.0150428247673301,0.531695968494525,0.00402433446915588,0.00402433446915588,0.00402433446916343,0.00402433446915383,0.00402433446915499,0.00402433446915689,0.00402433446915657,0.00402433446915558,0.0128718581681768
misc,Various Departments,CORE,0.459300510736526,0.00195027236891338,0.0432749792424822,0.0466767434083539,0.0403890115306093,0.00852480866961937,0.16070172770549,0.00195027236891839,0.00195027236891316,0.00638736203877843,0.00195027236891477,0.0019502723689139,0.00195027236891473,0.00195027236891319,0.00422888258635179,0.00195027236891591,0.0479920893770439,0.00195027236891674,0.0375843745687438,0.127387058815767
misc,Various Departments,GNED,0.00571135131666576,0.00571135131666239,0.167367108300795,0.00571135131666806,0.729828567999141,0.00571135131666823,0.00571135131666609,0.00571135131668638,0.00571135131666305,0.00571135131667169,0.00571135131666454,0.00571135131667015,0.00571135131667118,0.00571135131666992,0.00571135131668893,0.00571135131667179,0.00571135131666238,0.00571135131667121,0.00571135131667259,0.00571135131666982
misc,Various Departments,OGIS,0.00373074551609879,0.0492191823010774,0.354071898455976,0.0037307455160955,0.263194201623917,0.00373074551609544,0.00373074551609795,0.0093049847196981,0.00373074551609742,0.0776742621904317,0.00738342928215965,0.00373074551609881,0.00373074551611434,0.0037307455160996,0.00373074551609674,0.00373074551609514,0.00373074551609356,0.110623507604921,0.00373074551609651,0.0837595876286397
misc,Various Departments,SPEX,0.00678329066685954,0.199146286859224,0.110583173618385,0.00828137017819807,0.153643034319698,0.00952689311676558,0.00602126525446016,0.00698093153518972,0.0069645089846605,0.0252361203528709,0.0139813237860162,0.055711768461611,0.0319008148944362,0.00692594698594436,0.0119396965608948,0.0309618893105779,0.113709798818272,0.119567538074966,0.0192743698079063,0.0628599784130635
misc,Various Departments,UCOL,0.00352933210019087,0.00352933210020262,0.00352933210024656,0.00352933210019619,0.75096947295045,0.00352933210021641,0.003529332100192,0.00352933210019111,0.00352933210020679,0.00352933210021234,0.00352933210019676,0.00352933210019482,0.00352933210020399,0.00352933210019201,0.00352933210019202,0.00352933210019242,0.00352933210019875,0.140272988578282,0.00352933210019178,0.0487588927678514
misc,Various Departments,UGST,0.00582729836255314,0.236397892397839,0.226987647704827,0.0351743627078769,0.183001201903753,0.00582729836254692,0.0058272983625447,0.00582729836254648,0.00582729836254556,0.00582729836254858,0.0058272983625484,0.00720551284933773,0.00582729836254438,0.00582729836254499,0.00582729836256757,0.0058272983625441,0.039012948501603,0.0510500349538196,0.00582729836254543,0.151242818630364
misc,Washington Semester Program,WSEM,0.00654404182100838,0.0297593971962896,0.0339034932773934,0.00780827868118253,0.0507056317503597,0.00896662955898137,0.00571328073220688,0.0105062161690757,0.0043343860443989,0.132086590687181,0.00329607533740892,0.00329607533741209,0.0423637573857425,0.165295271594343,0.0032960753374066,0.0032960753374061,0.0601778691333364,0.0567349918244457,0.0271679491156863,0.344747913678735
