school,department,dept,year (fall),Arts,Business,Capstone,Community Health,Education,Finance,Gender/Race/Identity,History,Information Technology,International Issues,Languages,Management,Media,Politics and Policy,Psychology,Quantitative Analysis,Repeatable Topics,Research,Social Issues,Washington
School of Arts and Sciences,Department of Economics,ECON,2022,0.00668675206246269,0.0210730113934445,0.0673968373792811,0.0438850655951434,0.0703288551836518,0.0595468661129473,0.0683949570820146,0.0279261470262396,0.00863229635577138,0.138141491657426,0.00320988331155581,0.00828004616067824,0.0169637548842692,0.1151516912417,0.0905607396236564,0.161587106491395,0.00811628980451047,0.0451488840212577,0.0287974113297946,0.0101719132827998
School of Arts and Sciences,Department of Economics,ECON,2023,0.0067173160794939,0.0224894224236507,0.0850476989003862,0.0452304058318976,0.0582526073652192,0.0606243185650458,0.0692936561180071,0.028557825995076,0.00871792294714158,0.141052512921148,0.0031420453828063,0.008355703406903,0.0172851774717263,0.111330232005087,0.0926734815597936,0.157060761800553,0.00818731243688285,0.0362267361287233,0.0294537487223165,0.0103011139381423
School of Arts and Sciences,Department of Economics,ECON,2024,0.00666282149707183,0.0222875249781994,0.0842611446654324,0.0448159758312275,0.0577164745464819,0.0603887052202543,0.0717848262848848,0.028299214497555,0.00864473110427424,0.139742549209365,0.00312096454521301,0.00828589679338367,0.0171319178295638,0.110298046619622,0.0945842528194613,0.155601188286158,0.00811907957074681,0.0388547956681212,0.0291867641151951,0.0102131259177889
School of Arts and Sciences,Department of Environmental Science,ENVS,2014,0.00575461874624128,0.0129763108485529,0.0657944988514631,0.131429622013257,0.0297379060346429,0.00575461874623725,0.0219697926942767,0.0176030293792575,0.0204768732375234,0.211590056757733,0.00575461874623041,0.0261650508392454,0.00575461874623084,0.0702652757583766,0.00940308194336698,0.0233052533982255,0.147455808460481,0.110129130591445,0.0143123005594228,0.0643675336477907
School of Arts and Sciences,Department of Environmental Science,ENVS,2015,0.00542051151327213,0.00939896988232933,0.0614577329448122,0.140921450051052,0.0309914889375581,0.00542051151326805,0.0170209428715946,0.0181218284714319,0.0166765074675029,0.227280100208335,0.00542051151326155,0.0334427038932685,0.0054205115132622,0.0571464683290682,0.00874022034968943,0.0251326265485462,0.136446727660707,0.120281817528979,0.0151324700473432,0.0601258987547183
School of Arts and Sciences,Department of Environmental Science,ENVS,2016,0.00509851810612599,0.0145570781052405,0.0602685911288564,0.137690215355547,0.0402942026366155,0.00509851810612156,0.0202269343104221,0.0170060027544009,0.015008655554386,0.241871666738763,0.00509851810611616,0.0317423364358481,0.00610290291817296,0.0510731882508101,0.00821074514026725,0.0230302319086395,0.14146787646945,0.111243016989018,0.0113248635506204,0.0535859374345781
School of Arts and Sciences,Department of Environmental Science,ENVS,2017,0.00512514922736098,0.0147760549164112,0.0604696724385199,0.136425394705127,0.0403934900115617,0.00512514922735854,0.0239655146688303,0.0160070069149257,0.0141034727884707,0.242768933511524,0.005125149227357,0.0316781752717611,0.00642878055982491,0.0527645703887664,0.00823737626150829,0.0232121410317689,0.135400256457783,0.111779881047294,0.011266900820297,0.0549469305235492
School of Arts and Sciences,Department of Environmental Science,ENVS,2018,0.00492438138149052,0.00765489078516178,0.060452783471654,0.162505009130114,0.0517170217115573,0.033412360861838,0.0234962386021654,0.0136616037427591,0.0323241495219026,0.259472532379007,0.00232203952724946,0.0315993947273652,0.00370212156548548,0.0537628378282246,0.00556760532467534,0.0276341989606212,0.0471981098593546,0.11199279311742,0.00880884032159486,0.0577910871803605
School of Arts and Sciences,Department of Environmental Science,ENVS,2019,0.00482902105451786,0.00750143451342996,0.0618207830846138,0.172922951157997,0.0495844533807705,0.0318719269726535,0.0230057323768806,0.0133803450676743,0.0291487651006521,0.253915437949359,0.00527094926470278,0.0309364809249484,0.00363276676651302,0.0526283614066405,0.00545855938189009,0.0300841074528445,0.0461249741907732,0.112310563172899,0.00900148345448711,0.0565709033257525
School of Arts and Sciences,Department of Environmental Science,ENVS,2020,0.00472142429055922,0.00865238025391677,0.0633563849468895,0.185809068212116,0.0489853308161744,0.027011163467031,0.0162161057187049,0.0129237146705256,0.0276531440500582,0.246330981039748,0.00500453404086117,0.0314876784471247,0.00357399670818786,0.0530315652854112,0.00532526717599808,0.0301990215512794,0.0448599164866522,0.12289027632552,0.00720648617164131,0.054761560341601
School of Arts and Sciences,Department of Environmental Science,ENVS,2021,0.00451128517989547,0.0100840626673348,0.0718473887330859,0.180302316430387,0.0582126697917695,0.0255150778654165,0.0154288938101646,0.0122403664994785,0.0403810269588068,0.236094510631042,0.00477806167537221,0.0357075527636268,0.00220921353960678,0.0465471538277519,0.00508029097578948,0.0343478145508095,0.0423340951339059,0.115860750554541,0.00685297810629926,0.0516644903049154
School of Arts and Sciences,Department of Environmental Science,ENVS,2022,0.00582146110601584,0.00926725673759463,0.0656127471835427,0.16961217277874,0.0517558113802203,0.0233446741112831,0.0267150396670869,0.0112344111107779,0.047189516691979,0.224436103934439,0.00442669442913731,0.0603791670246832,0.00208318384914092,0.0425318311295537,0.009785081348691,0.0314026093330451,0.0421967621230076,0.118685596972182,0.00631960064682556,0.0472002784420538
School of Arts and Sciences,Department of Environmental Science,ENVS,2023,0.00611699514792746,0.0112638090339584,0.0926496325828064,0.163791392468046,0.0456223458898009,0.0229772437005481,0.0251539496762617,0.0119559071846824,0.0466339977174941,0.207399962373283,0.0051436246085684,0.0489446411411204,0.00477141385488551,0.0441911718176212,0.0115532128932824,0.0274690900201571,0.0421790259758617,0.123775690901831,0.00799961344846075,0.0504072795634029
School of Arts and Sciences,Department of Environmental Science,ENVS,2024,0.00688027477548807,0.0107747041527064,0.089475969788454,0.156039069328026,0.0434971202058893,0.0219303562161249,0.0240034095263284,0.0114338452486342,0.0496146274437271,0.205899347839193,0.00494595708090603,0.0466612109214319,0.00459147064882716,0.042134097280004,0.0110503268758718,0.0457987396479096,0.0402177679069001,0.129331558766311,0.00766594645223207,0.0480541998950344
School of Arts and Sciences,Department of History,HIST,2014,0.0849710754414274,0.00556608999297969,0.026533643563777,0.0298173728192061,0.0312465472709182,0.00352449385932831,0.0295423337097305,0.496810793829261,0.00385064797534811,0.0313155468177701,0.0051965362443074,0.00351621861089149,0.00638069726882225,0.0384926466870442,0.00379241132831045,0.0183953683028054,0.0902704977140732,0.0363480678186435,0.0105236168228011,0.0439053939225543
School of Arts and Sciences,Department of History,HIST,2015,0.0849233028801792,0.00551831743173142,0.0264858710025287,0.0297696002579579,0.0321493843586326,0.00347672129808007,0.0294945611484823,0.496776165251758,0.00380287541409987,0.0312594710146535,0.00514876368305913,0.00346844604964324,0.006332924707574,0.0384448741257959,0.0037446387670622,0.0183475957415572,0.090222725152825,0.0363002952573952,0.0104758450956789,0.043857621361306
School of Arts and Sciences,Department of History,HIST,2016,0.0833156251273297,0.00543765862981345,0.0257363134861613,0.0292225706324586,0.0315646715619632,0.00343532396027075,0.0324055267952295,0.501455887741732,0.00408898672052258,0.0306837900284488,0.00507521168400046,0.00342720785122698,0.00623660038112041,0.038017268370875,0.00369808917023405,0.0180202200490655,0.0887624135594413,0.0360771167737558,0.0102998492233005,0.0430396682530501
School of Arts and Sciences,Department of History,HIST,2017,0.082200315844058,0.00550066060714937,0.0254404311581396,0.0349214774782896,0.0285464377230273,0.00347616560685882,0.0316070817088646,0.493613472028572,0.00415351932302687,0.0313562945890646,0.00577665272249352,0.00346815223337383,0.0064466740441493,0.0382450526664483,0.00376835016336948,0.0179586680550548,0.0918055487443292,0.0387424869452088,0.0102979896891481,0.0426745686693737
School of Arts and Sciences,Department of History,HIST,2018,0.0936370957562975,0.00467615458469819,0.024831535856579,0.0352615068431593,0.0286599994411276,0.00254459658247191,0.0321559734745632,0.51246043046327,0.00332337520555233,0.0318619074064466,0.00496265133171407,0.00253678965462976,0.00568148845223342,0.0381126962464583,0.00285171937784473,0.0180985545942351,0.0649023576054569,0.0406520026366964,0.00972558523469091,0.0430635792518752
School of Arts and Sciences,Department of History,HIST,2019,0.0968172300497752,0.00460745067697758,0.0260362235036657,0.0347903640899326,0.0285122284904913,0.00250393949057026,0.032424536149602,0.508018740751148,0.00327247102650479,0.0314684918326421,0.00660567551541256,0.00249623528546263,0.00559955646730824,0.0384081567027872,0.00280702119653009,0.0178532401600731,0.0615924028860168,0.0408333844645357,0.0108560937952093,0.0444965574653553
School of Arts and Sciences,Department of History,HIST,2020,0.104519270233177,0.00450085871753634,0.0271915348672228,0.0351782259248178,0.0277926935101902,0.00271473787167658,0.0313450821664074,0.499308328553388,0.00317422867526884,0.0312437827585302,0.00686726637907746,0.00244377705400867,0.0054675258978583,0.0383256228886958,0.00274659409556149,0.01740701257286,0.0611089271658945,0.0394682022958848,0.0129565970155424,0.046239731356402
School of Arts and Sciences,Department of History,HIST,2021,0.101629193757404,0.00441812961092782,0.0265415388568722,0.0343285626380272,0.027127668533765,0.00483959820946678,0.0305912474735772,0.500212803847119,0.00312466531971698,0.0314450555748827,0.00583384628275239,0.00241247498898828,0.00536063011174164,0.0373972746778084,0.00580030849328685,0.0170016296198683,0.059610996348077,0.0430325842092224,0.0141782610126736,0.0451135304338218
School of Arts and Sciences,Department of History,HIST,2022,0.111478321859431,0.00434786623470977,0.0268537492704035,0.0337784587860491,0.0266394381835071,0.00465389838792553,0.0366898762246251,0.488832114050805,0.00278356310135328,0.0310273572955545,0.00573752677147016,0.00237912550151773,0.00558755471603047,0.0380980949266243,0.00570460624193336,0.0166997680839766,0.0582851740542191,0.0420934969176205,0.0139283633161781,0.0444016460760662
School of Arts and Sciences,Department of History,HIST,2023,0.112322283929801,0.00713431715307786,0.0393105044593543,0.0333690075176516,0.0215943817799502,0.00460817184388833,0.0371267552084345,0.484541115461007,0.00256310509932711,0.0303247684223138,0.00549905679584561,0.00270476322227966,0.00703295577317197,0.0376623044134683,0.00561501286997318,0.0117373517791526,0.0577262915951632,0.0428102608550121,0.0172012479538425,0.039116343867285
School of Arts and Sciences,Department of History,HIST,2024,0.116124584981885,0.00686286511620684,0.0375156423076318,0.0323162755517584,0.022074456864266,0.0046017929797974,0.043372769681111,0.48245828743447,0.00247742431318748,0.0309451099998121,0.0073607436505546,0.00261249368623525,0.00741959989215601,0.0369450799995205,0.00577216577628397,0.0163606344934559,0.0556221386145441,0.0408372250884612,0.0206352998324149,0.0276854097362472
School of Arts and Sciences,Department of Literature,LIT,2014,0.384273221170358,0.00606442717637078,0.0511916648993009,0.0199788660703608,0.0365552207020581,0.0670228969794655,0.0268274444298094,0.102276356119006,0.00402235566954302,0.0119498440963457,0.041889546874529,0.00955693677417004,0.0210779566575027,0.00506507550769125,0.0106033722759786,0.00518235419038102,0.0483511133348704,0.12323989116548,0.0130957813999877,0.0117756745067907
School of Arts and Sciences,Department of Literature,LIT,2015,0.39708271186413,0.00638107300427046,0.0497848268169742,0.0204449616233495,0.03352840704337,0.0695771774601058,0.0259946120609857,0.102919579427102,0.00407930993020305,0.0146918829489188,0.0356088125513715,0.00975580337084599,0.025136449037988,0.00524185521527007,0.0108290705521881,0.00529997122940728,0.0495447024074619,0.108681974039043,0.013385387602454,0.0120314318145595
School of Arts and Sciences,Department of Literature,LIT,2016,0.396526439665037,0.00591371939500753,0.0545257428121119,0.0197678185228627,0.0335183255560787,0.0675964902317193,0.0307007157873464,0.110200909926132,0.00410843281911109,0.0145627892744976,0.0325506194088639,0.00977044752869241,0.0258477728580019,0.00525143952795861,0.00902799326106843,0.00533414532638717,0.0488097010530563,0.100904880378105,0.0131547110717946,0.0119269055961671
School of Arts and Sciences,Department of Literature,LIT,2017,0.402353352360166,0.00618326080718968,0.0521668615312261,0.0206225174426439,0.0318887864220245,0.0661616868866877,0.0335495189422683,0.116266267743181,0.00453666533616111,0.0123842911914296,0.0280500338992402,0.00994206451606793,0.0225680721601495,0.00535997651410636,0.0106668724437281,0.00541161349587887,0.0447631231761269,0.104327855077077,0.0112900535689933,0.0115071264856542
School of Arts and Sciences,Department of Literature,LIT,2018,0.444532886586446,0.0049837099554855,0.0541540747946584,0.0200187277520108,0.0346218231570163,0.06817541180802,0.0340016573548874,0.123136726551399,0.0033249121898197,0.0119650570081081,0.0278596743233795,0.0091464376642185,0.0242524440360212,0.00421385192106058,0.0086924888582847,0.00439950035915738,0.00351555657715233,0.0974836765532682,0.0105021039564325,0.0110192785931731
School of Arts and Sciences,Department of Literature,LIT,2019,0.439262928261037,0.00494466013115668,0.0587108093946041,0.0194409248032313,0.0327436009309087,0.0694809223302799,0.0350534892656334,0.11960802630123,0.00543829602145983,0.00987945280725127,0.0289028922900536,0.00899341694542649,0.0218246203313316,0.00404266224963554,0.00854359494681898,0.0083556105422842,0.00206957127296063,0.099481777057223,0.010890202431578,0.012332541685896
School of Arts and Sciences,Department of Literature,LIT,2020,0.432373619755454,0.00513052178946276,0.0578895244793091,0.0259026197803075,0.0316697835608508,0.0659701108087674,0.0418353473124131,0.0982797012120621,0.006811144504944,0.0121369171632155,0.0264005056584134,0.0125378394705496,0.0416076237785828,0.00478504525762784,0.0064500419164434,0.00795148926882978,0.00349788495895576,0.0908614176184276,0.00962946067548853,0.0182794010298949
School of Arts and Sciences,Department of Literature,LIT,2021,0.426609778961182,0.00516340913021173,0.0582760837367909,0.0261130464201235,0.0319295021987912,0.0668712429397274,0.0463079582104732,0.101143190292208,0.00577227009743046,0.0122296882251074,0.0247196091491208,0.0126340372188291,0.0421874307556638,0.00481497980750627,0.00649420720699558,0.00800848744273581,0.00351681813876023,0.0917805902659862,0.00970080048534882,0.0157268693170079
School of Arts and Sciences,Department of Literature,LIT,2022,0.424631121375281,0.00578205057107576,0.0594805487181997,0.0370675193450058,0.0272637009099973,0.0541534988420142,0.0504579117418622,0.0980613686325619,0.00673478972492731,0.0129165784561796,0.0174439354252855,0.0078119456528125,0.0426796670171423,0.00870897678762846,0.00343415472686009,0.00812431828144324,0.00577295565034646,0.098231970645578,0.0126302718259403,0.0186127156698585
School of Arts and Sciences,Department of Literature,LIT,2023,0.424220853220509,0.00543240114893251,0.0656526730655424,0.037748102906894,0.0180657136955407,0.053988733315924,0.0544720624129185,0.0976444939587327,0.0065989998357212,0.0127807885669739,0.0173081455360789,0.00711350592095498,0.0425438771279362,0.00926241969647658,0.00329836483765359,0.00798852839223726,0.00563716576113938,0.0951931771483019,0.0124944819367329,0.0225555115148
School of Arts and Sciences,Department of Literature,LIT,2024,0.402697259432444,0.00534490743274672,0.0662153596386426,0.0373613897299849,0.0237642393237656,0.0534516439315252,0.0611673213848849,0.0967031845683815,0.00650070427984268,0.0238832462096965,0.0171106912237156,0.00745033590336605,0.0421127586341668,0.00913946284559126,0.00323063071694249,0.00787736683120589,0.00554777607632187,0.0957906527727405,0.012341598583623,0.0223094704804115
School of Arts and Sciences,Department of Literature,WRT,2020,0.0805219449827904,0.00100139412477775,0.211295069542129,0.0801819688366337,0.00291171654713873,0.00100139412477804,0.0116729325338697,0.00660743995586364,0.00536697674778225,0.00100139412477698,0.00774372905943736,0.0190550044432595,0.139174788675925,0.00369260291657974,0.00100139412477685,0.00100139412477857,0.00100139412477704,0.386232862870936,0.0225358628949556,0.0169987352440347
School of Arts and Sciences,Department of Literature,WRT,2021,0.0695433238391549,0.000994364892506252,0.205721794263991,0.0801749396043642,0.00290468731486757,0.000994364892506626,0.0186166368765523,0.00660041072359211,0.000994364892508086,0.000994364892505173,0.00773669982716625,0.0190479752109878,0.145625004007735,0.00817932765115755,0.000994364892505235,0.000994364892506914,0.000994364892505604,0.386225833638664,0.0149306255829168,0.0277321872113069
School of Arts and Sciences,Department of Literature,WRT,2022,0.0532115667554295,0.00141131990202114,0.174209262509055,0.165212878117512,0.017223686363452,0.00141131990201992,0.0138505707142881,0.00918959946938872,0.00141131990202099,0.00141131990201923,0.0277061116218903,0.0203129395096158,0.11926997675029,0.0064830583198909,0.00141131990201892,0.00141131990201949,0.00141131990201825,0.307983713940418,0.0267782965851446,0.048689100029487
School of Arts and Sciences,Department of Literature,WRT,2023,0.0507941553991213,0.00187170003756895,0.180648712505867,0.156573171685532,0.016805601695587,0.00187170003756779,0.0136198813602655,0.009217852962305,0.00187170003756881,0.00187170003756714,0.0267056699952247,0.0197232296669639,0.113182653727602,0.0066616752100015,0.00187170003756685,0.00187170003756739,0.00187170003756622,0.32061315846564,0.0258294002382966,0.0465229368246201
School of Arts and Sciences,Department of Literature,WRT,2024,0.0499511630924487,0.00162405892539423,0.178221361537125,0.130563676665764,0.013842705736499,0.00162405892539226,0.0511791925127263,0.0120604808674659,0.00604194668007811,0.00162405892539198,0.0235374989765209,0.0162298558948985,0.113898142166343,0.00842113903081992,0.00292062417248057,0.00162405892539262,0.00162405892539168,0.304823758728244,0.0291560359740284,0.0510321233375955
School of Arts and Sciences,Department of Literature,WRTG,2014,0.00150760202624643,0.0015076020262503,0.334310668057971,0.00150760202624942,0.00150760202627259,0.00150760202625159,0.00150760202625509,0.00150760202625134,0.00150760202625505,0.00758453933599503,0.121472348678525,0.00150760202624859,0.00150760202625106,0.00150760202624755,0.00150760202625128,0.0251962287246627,0.00150760202624626,0.488822184809071,0.00150760202624817,0.00150760202625034
School of Arts and Sciences,Department of Literature,WRTG,2015,0.00165430931566994,0.00165430931567184,0.201164681272676,0.132687137395747,0.0016543093156845,0.00165430931567288,0.00165430931566944,0.00165430931567964,0.00165430931567481,0.00523237860440424,0.0439090658516517,0.00165430931567243,0.00165430931567212,0.00165430931567209,0.00165430931567424,0.0139957847013175,0.00165430931566905,0.579850621754775,0.00165430931567074,0.00165430931567483
School of Arts and Sciences,Department of Literature,WRTG,2016,0.00165430931566993,0.00165430931567185,0.205919742784206,0.132687137395747,0.00165430931568468,0.00165430931567288,0.0016543093156695,0.00165430931567954,0.00165430931567479,0.00523237860440418,0.0445163263426161,0.00165430931567241,0.00165430931567216,0.00165430931567207,0.00165430931567429,0.013995784701316,0.00165430931566912,0.574488299752282,0.00165430931567072,0.00165430931567502
School of Arts and Sciences,Department of Literature,WRTG,2017,0.00180489082915885,0.00180489082916148,0.186630897019901,0.132837718909236,0.00180489082917752,0.0018048908291616,0.00180489082915906,0.00180489082916992,0.001804890829165,0.0054239204859228,0.0454939736124478,0.00180489082916222,0.00180489082916175,0.00180489082916134,0.00180489082916626,0.0161657172441887,0.00180489082915815,0.588179301120015,0.00180489082916064,0.00180489082916415
School of Arts and Sciences,Department of Literature,WRTG,2018,0.001567151718683,0.00156715171868471,0.280706823123683,0.13259997979876,0.00156715171869548,0.0015671517186843,0.00156715171868327,0.00156715171869011,0.00156715171868859,0.00481566987895897,0.0417216803365894,0.00156715171868662,0.00156715171868849,0.00156715171868489,0.00156715171868574,0.0171778926007743,0.00156715171868215,0.501037830199626,0.00156715171868363,0.00156715171868805
School of Arts and Sciences,Department of Literature,WRTG,2019,0.0824954889714629,0.00123427385717358,0.241977103416697,0.0876130826337445,0.00123427385717965,0.00123427385717353,0.0128759521216377,0.00123427385717779,0.00599672762772538,0.00474476222393533,0.032907770957779,0.00123427385717559,0.112742096188794,0.00417013799368551,0.00123427385717407,0.0172563495997921,0.00123427385717265,0.362619915800883,0.0247264216064591,0.00123427385717648
School of Arts and Sciences,Department of Mathematics and Statistics,DATA,2019,0.00121444842713674,0.272900552883927,0.35994413285808,0.00121444842713935,0.00121444842715315,0.00121444842714014,0.00121444842713325,0.00121444842714053,0.00121444842713663,0.0012144484271392,0.00121444842714099,0.00121444842713569,0.00121444842714042,0.00121444842716115,0.00121444842713368,0.00121444842713846,0.00121444842713047,0.263164450613124,0.00121444842713655,0.0845596888106319
School of Arts and Sciences,Department of Mathematics and Statistics,DATA,2020,0.00121444842713674,0.272900552883927,0.35994413285808,0.00121444842713935,0.00121444842715315,0.00121444842714014,0.00121444842713325,0.00121444842714053,0.00121444842713663,0.0012144484271392,0.00121444842714099,0.00121444842713569,0.00121444842714042,0.00121444842716115,0.00121444842713368,0.00121444842713846,0.00121444842713047,0.263164450613124,0.00121444842713655,0.0845596888106319
School of Arts and Sciences,Department of Mathematics and Statistics,DATA,2021,0.0105579853963326,0.0225188654781613,0.176913833395159,0.0150462605436834,0.0703422163481904,0.00254858665641147,0.00254858665640719,0.00254858665641117,0.0978415524921027,0.0164060763306235,0.0431246474947258,0.00254858665641136,0.00254858665641086,0.00556465568470207,0.00254858665641095,0.412190396895188,0.00254858665640869,0.0824351266979229,0.016923797605032,0.0122944790433041
School of Arts and Sciences,Department of Mathematics and Statistics,DATA,2022,0.010893201186801,0.0228540812686292,0.16131562882197,0.0369750536186049,0.0584092104114817,0.00288380244687977,0.00288380244687547,0.0028838024468792,0.110701503183168,0.0167412921210933,0.0428652940656163,0.00288380244687945,0.00288380244687897,0.00589987147517154,0.00288380244688004,0.400499196001646,0.00288380244687696,0.0827703424883943,0.0172590133955021,0.0126296948337717
School of Arts and Sciences,Department of Mathematics and Statistics,DATA,2023,0.0116972529563643,0.0198980824023624,0.198321781535218,0.0230804590115093,0.0326452950996868,0.00702725254869492,0.00202993819342403,0.00202993819342701,0.115544821734574,0.0144287447440344,0.0378028532397688,0.00202993819342762,0.00202993819342737,0.0047285262713694,0.00891448545447436,0.416611469064581,0.00202993819342542,0.0735073687568702,0.0148919690421881,0.0107499471711738
School of Arts and Sciences,Department of Mathematics and Statistics,DATA,2024,0.0116972529563643,0.0198980824023624,0.198321781535218,0.0230804590115093,0.0326452950996868,0.00702725254869492,0.00202993819342403,0.00202993819342701,0.115544821734574,0.0144287447440344,0.0378028532397688,0.00202993819342762,0.00202993819342737,0.0047285262713694,0.00891448545447436,0.416611469064581,0.00202993819342542,0.0735073687568702,0.0148919690421881,0.0107499471711738
School of Arts and Sciences,Department of Mathematics and Statistics,MATH,2014,0.0084854799702227,0.00858949354994302,0.0911087224320143,0.0357797778803856,0.0590858851304759,0.00685690076656191,0.137436130336282,0.00935222271372937,0.0098501795531649,0.00581618257879831,0.0159902202083492,0.00581618257878955,0.00928193694900008,0.00581618257878471,0.0253593234659028,0.409338802688641,0.121282894151063,0.017218511725412,0.00581618257878535,0.0117187881636951
School of Arts and Sciences,Department of Mathematics and Statistics,MATH,2015,0.00860970703873656,0.00541432825017833,0.0644841193575306,0.0289315884704542,0.045848040552741,0.00543175081547315,0.200527761568613,0.0108771518093054,0.00615581496422626,0.00458616728791382,0.0188921275427569,0.00458616728790751,0.00740209271370397,0.00458616728790418,0.0274133911981497,0.423962965243901,0.104499090280768,0.0122001559633914,0.00458616728790432,0.0110052450784403
School of Arts and Sciences,Department of Mathematics and Statistics,MATH,2016,0.00856870624894064,0.0052362494245586,0.0635119062267316,0.0390068019446909,0.0396830192906138,0.00539075002567733,0.199103154006903,0.0108361510195096,0.00611481417443018,0.00454516649811825,0.0178773217180595,0.00454516649811172,0.00709438556685918,0.00454516649810844,0.0273723904083539,0.424442194999012,0.104458089490973,0.0121591551735957,0.00454516649810862,0.0109642442886447
School of Arts and Sciences,Department of Mathematics and Statistics,MATH,2017,0.00840346593491487,0.00521979628319036,0.0457138566943712,0.0383317226105437,0.0360880631634391,0.00543452009627876,0.191690917691866,0.0104925765265214,0.0176043419721233,0.00455244510892479,0.0190786483983859,0.0194285933539508,0.0069726608527393,0.00455244510892375,0.026764349969611,0.425705921469135,0.101397117675138,0.0144382998825897,0.00455244510892428,0.0135778120984293
School of Arts and Sciences,Department of Mathematics and Statistics,MATH,2018,0.00712129935332872,0.00403415446409126,0.0642073154208712,0.0403187004657706,0.0375667152125223,0.00383300488693621,0.211388677874539,0.00910557377518889,0.018539076985791,0.00287689303783879,0.0175340520359264,0.0179353916900985,0.00560374030553896,0.00287689303783724,0.0293600536962464,0.446314240322,0.0525807682485444,0.013750741750124,0.00287689303783735,0.012175814398969
School of Arts and Sciences,Department of Mathematics and Statistics,MATH,2019,0.00690447615487409,0.00391691658464466,0.0747229110503461,0.0390309933604631,0.0363677818250616,0.00787735252767894,0.205553755353115,0.00943295025968472,0.0179539383798379,0.00279698617214204,0.0174007842278877,0.0173697268033613,0.00646204424693327,0.00279698617214057,0.0284258513254398,0.440784319935301,0.0508975105695986,0.0133200655711278,0.00459855595778085,0.0133860935225807
School of Arts and Sciences,Department of Mathematics and Statistics,MATH,2020,0.00917637221371618,0.00384101857186016,0.0916240062126298,0.0383977290496498,0.0365645145160177,0.00773859045230667,0.191282861053459,0.00646283611651499,0.0331103393795752,0.00273886483257207,0.0171108565699725,0.0170802921204384,0.0063457473823666,0.00273886483257033,0.0279609226024838,0.424539920394804,0.0500758888427668,0.0131615382591592,0.00451183827240695,0.0155369983247306
School of Arts and Sciences,Department of Mathematics and Statistics,MATH,2021,0.0088036547178287,0.00371081715060257,0.0898349392701321,0.0366967680612198,0.0349468814609346,0.00743122667284703,0.182632575883038,0.00621346117050025,0.0326498465602523,0.00265876130855477,0.0163774806942551,0.0324039464016353,0.00610169465154082,0.00265876130855317,0.026734361907107,0.414109094147294,0.0602835195779644,0.0165259025490005,0.0043511450465791,0.0148751614601607
School of Arts and Sciences,Department of Mathematics and Statistics,MATH,2022,0.0102646381443086,0.00372403580696963,0.0853748639977714,0.0751553713110616,0.0336020103646785,0.00728268839346418,0.173755994943697,0.00437288182962176,0.0297078252812619,0.00271772152327176,0.0158399748487242,0.0311696376992618,0.00601096211221481,0.00271772152327009,0.0257465568784085,0.396278909455979,0.0578370555200982,0.0197016531640959,0.00433652335964262,0.0144029738421992
School of Arts and Sciences,Department of Mathematics and Statistics,MATH,2023,0.00979075001228328,0.0032501476749442,0.103424244584027,0.0746814831790351,0.0240826161548821,0.00682112255447495,0.174194111953727,0.00389899369759648,0.0292339371492367,0.00224383339124651,0.0153660867166987,0.0306957495672362,0.00553707398018956,0.00224383339124485,0.0252726687463835,0.394880693888859,0.057363167388073,0.0192277650320703,0.00386263522761743,0.013929085710174
School of Arts and Sciences,Department of Mathematics and Statistics,MATH,2024,0.00979075001228328,0.00325014767494457,0.103424244584027,0.0746814831790333,0.0240826161548821,0.00682112255447495,0.174194111953727,0.00389899369759648,0.0292339371492367,0.00224383339124651,0.0153660867166987,0.0306957495672362,0.00553707398018956,0.00224383339124485,0.0252726687463835,0.394880693888859,0.057363167388073,0.0192277650320717,0.00386263522761743,0.013929085710174
School of Arts and Sciences,Department of Mathematics and Statistics,STAT,2014,0.00537367206926165,0.00714757463628094,0.0328194722384712,0.0286743245080795,0.0331885946986814,0.00537367206926053,0.0437797666537122,0.00537367206926017,0.00942996385762331,0.00537367206926979,0.00903741891070592,0.00537367206925826,0.0053736720692559,0.00537367206925471,0.0078974353086628,0.645188100587762,0.110228729442503,0.0183953497082694,0.0106409303860098,0.00595663457841741
School of Arts and Sciences,Department of Mathematics and Statistics,STAT,2015,0.00568861396719119,0.0122597822530278,0.0495545597175106,0.0440473389378445,0.0337979803610513,0.00568861396718972,0.0431085766120736,0.00568861396718856,0.0208061598214144,0.00568861396719513,0.0132096796835861,0.00568861396718842,0.00568861396718359,0.00568861396718386,0.00925586544963759,0.599859477064154,0.0950079978401993,0.0225807109979134,0.0104373378412333,0.00625423565003363
School of Arts and Sciences,Department of Mathematics and Statistics,STAT,2016,0.00564070510632769,0.0123150070470792,0.0495066508566484,0.0484738017997163,0.0337623584004268,0.00564070510632687,0.0435364198385388,0.00564070510632646,0.00564070510632419,0.00564070510633308,0.00990678950573252,0.00564070510632619,0.00564070510632148,0.00564070510632133,0.00920795785852767,0.613882880999249,0.09493989982425,0.0223399121418162,0.0107963540882362,0.00620632678917158
School of Arts and Sciences,Department of Mathematics and Statistics,STAT,2017,0.00518879504088532,0.0208529447388861,0.0457441033760904,0.0440817538263195,0.0263073265810019,0.00518879504088703,0.0497418991451351,0.00518879504088476,0.00945600466051945,0.0051887950408844,0.0193676185199063,0.00518879504088841,0.00518879504088556,0.00518879504088522,0.0113761369293592,0.61739137496216,0.0827107347334254,0.0213340420418166,0.0095983178077935,0.00571617739138583
